Rname	Junction
chr1	16759528
chr1	16952393
chr1	16962154
chr1	17004860
chr1	17054067
chr1	17353545
chr1	17398455
chr1	17504715
chr1	17538786
chr1	17575351
chr1	17672028
chr1	17987580
chr1	18557881
chr1	18591817
chr1	18672123
chr1	18745947
chr1	18833915
chr1	18948626
chr1	19094133
chr1	19116775
chr1	19236538
chr1	19316735
chr1	19346393
chr1	19519037
chr1	19557454
chr1	19638928
chr1	19718157
chr1	19740361
chr1	19772361
chr1	19853007
chr1	20000929
chr1	20022522
chr1	20128084
chr1	20276853
chr1	20423411
chr1	20483747
chr1	20530846
chr1	20560058
chr1	20637768
chr1	20934415
chr1	21067175
chr1	21079760
chr1	21154989
chr1	21433731
chr1	21590336
chr1	21629476
chr1	21647418
chr1	21770201
chr1	21778222
chr1	21815054
chr1	21859172
chr1	22057924
chr1	22074176
chr1	22276322
chr1	22423679
chr1	22648082
chr1	22801240
chr1	22884122
chr1	22939966
chr1	23080704
chr1	23106189
chr1	23361822
chr1	23570477
chr1	23646768
chr1	23705049
chr1	23801320
chr1	23834973
chr1	23837658
chr1	23985975
chr1	24104498
chr1	24197250
chr1	24263719
chr1	24290508
chr1	24327400
chr1	24345841
chr1	24534778
chr1	24549869
chr1	24694888
chr1	24973222
chr1	24979054
chr1	24993981
chr1	25319104
chr1	25436369
chr1	25543328
chr1	25571988
chr1	25679221
chr1	25809780
chr1	25881691
chr1	26098141
chr1	26124180
chr1	26241665
chr1	26526365
chr1	26578910
chr1	26586174
chr1	26598849
chr1	26793856
chr1	26845166
chr1	26875496
chr1	26963031
chr1	27119834
chr1	27170041
chr1	27174779
chr1	27192110
chr1	27316115
chr1	27361808
chr1	27414626
chr1	27422752
chr1	27425798
chr1	27457808
chr1	27662210
chr1	27692816
chr1	27716524
chr1	27989786
chr1	28004748
chr1	28012643
chr1	28034241
chr1	28143332
chr1	28184333
chr1	28284907
chr1	28286152
chr1	28354282
chr1	28354380
chr1	28393204
chr1	28486363
chr1	28543807
chr1	28585879
chr1	28647689
chr1	28792725
chr1	28834239
chr1	28853775
chr1	28863571
chr1	28868568
chr1	28923363
chr1	28941672
chr1	29021111
chr1	29062313
chr1	29082029
chr1	29146529
chr1	29179795
chr1	29243728
chr1	29437395
chr1	29460497
chr1	29500850
chr1	30043101
chr1	30194983
chr1	30212617
chr1	30525772
chr1	30637451
chr1	30900131
chr1	30956915
chr1	31320426
chr1	31334300
chr1	31359127
chr1	31386462
chr1	31434793
chr1	31439925
chr1	31440330
chr1	31449904
chr1	31488148
chr1	31560069
chr1	31569834
chr1	31702461
chr1	31715944
chr1	31748816
chr1	31849521
chr1	32102437
chr1	32127447
chr1	32236573
chr1	32371103
chr1	32435801
chr1	32468172
chr1	32506667
chr1	32614838
chr1	32660468
chr1	32661250
chr1	32663342
chr1	32663489
chr1	32669230
chr1	32749364
chr1	32782459
chr1	32815424
chr1	32914294
chr1	32927889
chr1	33014643
chr1	33045930
chr1	33075577
chr1	33077979
chr1	33124826
chr1	33140398
chr1	33167470
chr1	33171922
chr1	33249451
chr1	33283464
chr1	33319121
chr1	33333652
chr1	33353413
chr1	33361799
chr1	33397774
chr1	33407981
chr1	33474938
chr1	33488706
chr1	33603516
chr1	33603521
chr1	33714327
chr1	33714407
chr1	33797004
chr1	33805581
chr1	33938215
chr1	34000838
chr1	34065281
chr1	34069686
chr1	34135352
chr1	34398441
chr1	35250498
chr1	35282338
chr1	35489515
chr1	35549453
chr1	35637159
chr1	35648899
chr1	35650468
chr1	35695694
chr1	35841219
chr1	35902366
chr1	36174665
chr1	36195069
chr1	36365731
chr1	36580745
chr1	36718427
chr1	36718459
chr1	36719237
chr1	36728910
chr1	36737138
chr1	36786021
chr1	36811534
chr1	37263123
chr1	37593095
chr1	37999610
chr1	38240401
chr1	38400495
chr1	38634291
chr1	38757776
chr1	39294943
chr1	39302747
chr1	39513931
chr1	39557251
chr1	39631320
chr1	39634024
chr1	39718488
chr1	39821173
chr1	39857803
chr1	39930152
chr1	39962187
chr1	40157027
chr1	40349169
chr1	40661224
chr1	40723880
chr1	41048297
chr1	41251946
chr1	41294971
chr1	41332232
chr1	41354017
chr1	41437694
chr1	41527409
chr1	41605756
chr1	41755381
chr1	41772028
chr1	41824181
chr1	41859378
chr1	42090974
chr1	42268994
chr1	42293423
chr1	42451916
chr1	42606569
chr1	42750184
chr1	43111049
chr1	43129131
chr1	43135256
chr1	43165815
chr1	43590867
chr1	43756656
chr1	43780405
chr1	43887321
chr1	44079143
chr1	44398124
chr1	44437212
chr1	44477714
chr1	44531573
chr1	44614080
chr1	44895636
chr1	45032550
chr1	45053700
chr1	45101878
chr1	45229896
chr1	45237176
chr1	45523403
chr1	45531972
chr1	45655736
chr1	45909144
chr1	46019321
chr1	46096783
chr1	46117224
chr1	46150797
chr1	46476775
chr1	46664375
chr1	46674281
chr1	46676273
chr1	46687361
chr1	46858515
chr1	46921038
chr1	46992921
chr1	47018867
chr1	47102677
chr1	47170796
chr1	47172193
chr1	47502294
chr1	48000808
chr1	48083149
chr1	48265456
chr1	48596866
chr1	48696980
chr1	48951010
chr1	49027502
chr1	49338448
chr1	49848086
chr1	49905273
chr1	49930523
chr1	50430184
chr1	50510857
chr1	50823620
chr1	51212617
chr1	51446947
chr1	51490901
chr1	51728434
chr1	51753854
chr1	51799302
chr1	52264027
chr1	52334688
chr1	52377242
chr1	52807874
chr1	52950805
chr1	53036012
chr1	53049865
chr1	53051975
chr1	53180465
chr1	53234728
chr1	53256930
chr1	53303776
chr1	53512979
chr1	53526683
chr1	53620906
chr1	53728404
chr1	53823832
chr1	53873287
chr1	54097086
chr1	54119833
chr1	54158741
chr1	54331547
chr1	54341680
chr1	54365448
chr1	54494844
chr1	54565276
chr1	54582691
chr1	54656467
chr1	54772857
chr1	54906800
chr1	54919652
chr1	54951573
chr1	54970238
chr1	54994391
chr1	55018742
chr1	55026254
chr1	55069415
chr1	55189408
chr1	55293126
chr1	55346614
chr1	55442332
chr1	55643074
chr1	55646836
chr1	55665929
chr1	55716336
chr1	55725311
chr1	55777824
chr1	55804405
chr1	56101860
chr1	56200450
chr1	56254202
chr1	56281331
chr1	56326005
chr1	56341459
chr1	56568189
chr1	56682451
chr1	56827460
chr1	56992119
chr1	57069825
chr1	57357951
chr1	57443844
chr1	57490835
chr1	57541183
chr1	57599141
chr1	57612462
chr1	58111115
chr1	58153679
chr1	58226612
chr1	58332223
chr1	58405542
chr1	58450779
chr1	58500103
chr1	58549948
chr1	58801288
chr1	58844969
chr1	58881526
chr1	58975115
chr1	59003959
chr1	59004443
chr1	59193448
chr1	59216788
chr1	59270233
chr1	59339319
chr1	59344135
chr1	59395234
chr1	59411111
chr1	59411297
chr1	59458058
chr1	59610762
chr1	59777139
chr1	59788462
chr1	59864108
chr1	59978309
chr1	59986770
chr1	60307878
chr1	60497437
chr1	60968781
chr1	61165479
chr1	61423996
chr1	61496618
chr1	61523895
chr1	61682556
chr1	61718055
chr1	61731439
chr1	61800343
chr1	61838243
chr1	61841601
chr1	61853202
chr1	62167393
chr1	62266095
chr1	62312617
chr1	62699575
chr1	62783010
chr1	62889855
chr1	63037857
chr1	63179242
chr1	63323457
chr1	63340294
chr1	63348831
chr1	63366003
chr1	63434848
chr1	63463446
chr1	63478005
chr1	63685155
chr1	63797007
chr1	64077603
chr1	64086608
chr1	64528618
chr1	64597102
chr1	64640250
chr1	64681891
chr1	64698952
chr1	64770979
chr1	64774063
chr1	64805671
chr1	64989592
chr1	64992495
chr1	64992497
chr1	64992499
chr1	64992503
chr1	64992504
chr1	64992504
chr1	64992505
chr1	64992505
chr1	64992505
chr1	64992505
chr1	64992505
chr1	64992505
chr1	64992505
chr1	64992505
chr1	64992505
chr1	64992505
chr1	64992505
chr1	64992505
chr1	64992506
chr1	64992506
chr1	64992506
chr1	64992506
chr1	64992506
chr1	64992506
chr1	64992506
chr1	64992506
chr1	64992506
chr1	64992508
chr1	64992508
chr1	64992509
chr1	64992512
chr1	64992524
chr1	64992572
chr1	64992675
chr1	64992699
chr1	64992727
chr1	64992796
chr1	64992864
chr1	64994940
chr1	65000407
chr1	65013048
chr1	65098840
chr1	65124026
chr1	65129699
chr1	65274762
chr1	65333097
chr1	65642040
chr1	65717840
chr1	65738844
chr1	65827568
chr1	65834376
chr1	65868529
chr1	65907309
chr1	65950726
chr1	65957257
chr1	66384707
chr1	66449207
chr1	66589457
chr1	66610516
chr1	66663894
chr1	66815198
chr1	66820020
chr1	66829959
chr1	66999340
chr1	67041537
chr1	67070984
chr1	67095634
chr1	67153913
chr1	67215272
chr1	67243536
chr1	67434974
chr1	67447360
chr1	67593781
chr1	67681788
chr1	67697172
chr1	67856592
chr1	68018141
chr1	68215588
chr1	68295705
chr1	68566819
chr1	68677047
chr1	68769404
chr1	68788738
chr1	68809990
chr1	68894341
chr1	69178842
chr1	69207930
chr1	69222771
chr1	69338172
chr1	69490970
chr1	69589163
chr1	69670471
chr1	69803628
chr1	69888884
chr1	70189787
chr1	70294713
chr1	70410120
chr1	70429066
chr1	70552131
chr1	70703847
chr1	70714853
chr1	70723354
chr1	70748490
chr1	70805246
chr1	70813233
chr1	70824418
chr1	70900179
chr1	70941665
chr1	71020449
chr1	71043859
chr1	71066117
chr1	71135520
chr1	71308840
chr1	71316186
chr1	71371064
chr1	71582579
chr1	71738985
chr1	71903600
chr1	71956986
chr1	72337676
chr1	73021327
chr1	73064898
chr1	73081117
chr1	73115083
chr1	73238492
chr1	73574207
chr1	73598195
chr1	73767066
chr1	73770864
chr1	73786483
chr1	74088665
chr1	74247454
chr1	74295153
chr1	74555832
chr1	74594550
chr1	74711000
chr1	74857657
chr1	74909292
chr1	75287797
chr1	75294347
chr1	75320614
chr1	75435423
chr1	75536554
chr1	75545076
chr1	75556960
chr1	75818873
chr1	75893626
chr1	75897051
chr1	76217770
chr1	76356558
chr1	76427771
chr1	76456908
chr1	76489502
chr1	76580740
chr1	76656070
chr1	76666485
chr1	76718085
chr1	76747955
chr1	76911955
chr1	77086342
chr1	77154928
chr1	77225147
chr1	77579410
chr1	77664676
chr1	77765673
chr1	77942020
chr1	77969023
chr1	78052786
chr1	78096226
chr1	78158881
chr1	78213833
chr1	78239978
chr1	78271861
chr1	78656252
chr1	78871387
chr1	78923714
chr1	79322858
chr1	79515115
chr1	79706231
chr1	79716710
chr1	79835766
chr1	80069999
chr1	80318232
chr1	80346000
chr1	80382912
chr1	80697444
chr1	80766024
chr1	80822195
chr1	80868227
chr1	80927763
chr1	80929010
chr1	81049508
chr1	81232068
chr1	81419426
chr1	81423114
chr1	81630566
chr1	81725797
chr1	81760178
chr1	81862713
chr1	81869117
chr1	81922846
chr1	81972899
chr1	82101731
chr1	82421728
chr1	82526129
chr1	82617762
chr1	82768821
chr1	82965312
chr1	83070741
chr1	83442434
chr1	83449310
chr1	83974813
chr1	84119999
chr1	84170726
chr1	84232642
chr1	84366740
chr1	84503389
chr1	84610647
chr1	84678869
chr1	84721134
chr1	84904580
chr1	84949517
chr1	85068222
chr1	85086682
chr1	85657781
chr1	85660955
chr1	85704172
chr1	85770254
chr1	85947292
chr1	86080275
chr1	86311968
chr1	86352030
chr1	86465471
chr1	86573664
chr1	86814438
chr1	86968930
chr1	86971555
chr1	87012566
chr1	87021053
chr1	87169015
chr1	87183315
chr1	87286953
chr1	87323457
chr1	87372204
chr1	87480684
chr1	87494251
chr1	87585786
chr1	87642498
chr1	87668765
chr1	87731358
chr1	87876031
chr1	88023068
chr1	88031346
chr1	88183725
chr1	88472443
chr1	88584398
chr1	88585089
chr1	88732877
chr1	88758928
chr1	88825906
chr1	89168659
chr1	89320723
chr1	89464521
chr1	89487083
chr1	89721005
chr1	89758746
chr1	89787848
chr1	89832520
chr1	89931729
chr1	89969836
chr1	89988956
chr1	90015212
chr1	90028086
chr1	90066511
chr1	90246518
chr1	90307798
chr1	90435463
chr1	90701135
chr1	90722773
chr1	90991611
chr1	91124027
chr1	91175117
chr1	91201066
chr1	91265889
chr1	91413125
chr1	91435007
chr1	91578628
chr1	91599822
chr1	91852783
chr1	91852815
chr1	91852891
chr1	91852976
chr1	91852987
chr1	91852992
chr1	91853037
chr1	91853145
chr1	91853148
chr1	91865363
chr1	91895668
chr1	92087427
chr1	92096818
chr1	92220248
chr1	92226298
chr1	92255083
chr1	92397797
chr1	92510840
chr1	92673297
chr1	92794283
chr1	92952972
chr1	93493473
chr1	93659651
chr1	93818394
chr1	94010154
chr1	94148516
chr1	94372751
chr1	94478172
chr1	94655243
chr1	94720673
chr1	94724894
chr1	94891782
chr1	94925206
chr1	95107162
chr1	95303945
chr1	95453358
chr1	95474468
chr1	95546758
chr1	95640128
chr1	95841407
chr1	95967022
chr1	96064192
chr1	96118142
chr1	96202819
chr1	96266575
chr1	96413026
chr1	96532300
chr1	96566779
chr1	96812208
chr1	96820342
chr1	97101448
chr1	97189206
chr1	97211625
chr1	97248257
chr1	97364701
chr1	97379875
chr1	97540765
chr1	97574424
chr1	97658670
chr1	97687314
chr1	97932043
chr1	98019799
chr1	98175095
chr1	98175604
chr1	98376021
chr1	98503778
chr1	98558673
chr1	98696206
chr1	99075291
chr1	99105633
chr1	99270022
chr1	99311054
chr1	99448339
chr1	99555938
chr1	99596210
chr1	99700581
chr1	99893125
chr1	100269326
chr1	100472418
chr1	100488108
chr1	101093647
chr1	101169524
chr1	101185160
chr1	101201767
chr1	101286663
chr1	101770895
chr1	101876488
chr1	101890106
chr1	102057852
chr1	102122447
chr1	102141013
chr1	102881235
chr1	102881861
chr1	102884307
chr1	103068210
chr1	103165612
chr1	103347802
chr1	103354758
chr1	103357798
chr1	103363862
chr1	103655056
chr1	104003684
chr1	104121573
chr1	104154005
chr1	104748258
chr1	105078420
chr1	105348730
chr1	105680102
chr1	105776959
chr1	105787073
chr1	105841697
chr1	105898394
chr1	106052451
chr1	106067160
chr1	106073153
chr1	106197838
chr1	106315822
chr1	106444116
chr1	106467423
chr1	106589202
chr1	106591173
chr1	106668750
chr1	106734817
chr1	106929699
chr1	107048446
chr1	107053980
chr1	107133586
chr1	107376986
chr1	107499320
chr1	107501368
chr1	107523271
chr1	107651285
chr1	108042188
chr1	108226639
chr1	108694763
chr1	108728570
chr1	109030907
chr1	109062497
chr1	109128628
chr1	109164923
chr1	109278793
chr1	109414564
chr1	109535826
chr1	109647462
chr1	109655547
chr1	109704566
chr1	109707390
chr1	109741806
chr1	109762807
chr1	109771908
chr1	109822688
chr1	109878173
chr1	109932580
chr1	109957691
chr1	109994273
chr1	110026785
chr1	110055304
chr1	110132497
chr1	110138683
chr1	110183623
chr1	110322096
chr1	110373041
chr1	110466425
chr1	110516929
chr1	110535400
chr1	110558197
chr1	110606055
chr1	110659609
chr1	110847785
chr1	110948451
chr1	111003531
chr1	111102846
chr1	111123051
chr1	111223553
chr1	111327136
chr1	111397043
chr1	111442461
chr1	111476415
chr1	111535786
chr1	111769134
chr1	111825776
chr1	111838560
chr1	111987911
chr1	112090049
chr1	112505196
chr1	112636789
chr1	112848992
chr1	112855546
chr1	112955577
chr1	113035429
chr1	113133473
chr1	113158367
chr1	113226452
chr1	113424047
chr1	113442320
chr1	113451800
chr1	113482551
chr1	113772664
chr1	113837549
chr1	113858639
chr1	113899784
chr1	113917007
chr1	114053413
chr1	114134434
chr1	114339788
chr1	114709267
chr1	114777687
chr1	114784480
chr1	114900088
chr1	115266095
chr1	115396485
chr1	115492322
chr1	115687147
chr1	115838273
chr1	115838708
chr1	116067237
chr1	116147987
chr1	116216156
chr1	116328235
chr1	116513704
chr1	116520732
chr1	116548376
chr1	116804990
chr1	116850086
chr1	116851702
chr1	116853921
chr1	116893292
chr1	117047365
chr1	117066282
chr1	117352580
chr1	117383330
chr1	117395050
chr1	117448317
chr1	117837676
chr1	117855292
chr1	118054222
chr1	118153854
chr1	118214321
chr1	118226549
chr1	118299194
chr1	118332736
chr1	118369862
chr1	118416796
chr1	118485485
chr1	118559871
chr1	118636673
chr1	118665601
chr1	118722513
chr1	118847532
chr1	118875606
chr1	118916265
chr1	119342698
chr1	119393770
chr1	119426908
chr1	119517833
chr1	119725884
chr1	119797928
chr1	119835187
chr1	119842688
chr1	119904376
chr1	119970617
chr1	120033528
chr1	120135139
chr1	120154198
chr1	120341181
chr1	120375027
chr1	120418385
chr1	121353819
chr1	121484158
chr1	121484664
chr1	121484852
chr1	121484858
chr1	121484873
chr1	121484879
chr1	121484961
chr1	121484970
chr1	121484977
chr1	121485016
chr1	121485061
chr1	121485063
chr1	121485137
chr1	121485151
chr1	121485157
chr1	121485238
chr1	121485252
chr1	121485289
chr1	121485332
chr1	142538407
chr1	143274130
chr1	143539129
chr1	144008252
chr1	144535305
chr1	144539590
chr1	144912606
chr1	144936956
chr1	145057138
chr1	145060666
chr1	145073862
chr1	145078866
chr1	145103074
chr1	145401901
chr1	145447074
chr1	146638849
chr1	146638895
chr1	146789853
chr1	146851801
chr1	147043548
chr1	147113874
chr1	147365167
chr1	149097586
chr1	149152317
chr1	149224730
chr1	149248518
chr1	149817547
chr1	149889672
chr1	149971316
chr1	150051116
chr1	150152915
chr1	150212155
chr1	150227587
chr1	150282261
chr1	150407442
chr1	150446575
chr1	150921112
chr1	150944536
chr1	150955645
chr1	150963199
chr1	150978657
chr1	151015828
chr1	151043064
chr1	151080013
chr1	151239462
chr1	151274642
chr1	151346549
chr1	151347617
chr1	151522665
chr1	151557601
chr1	151642081
chr1	151652508
chr1	151674350
chr1	151681266
chr1	151750930
chr1	151830649
chr1	151922799
chr1	152063798
chr1	152064594
chr1	152206451
chr1	152324053
chr1	152688542
chr1	152708651
chr1	152795099
chr1	152848529
chr1	152865778
chr1	152891090
chr1	152943008
chr1	153105341
chr1	153106009
chr1	153254091
chr1	153339900
chr1	153412298
chr1	153508035
chr1	153622652
chr1	153632718
chr1	153654917
chr1	153705344
chr1	153762540
chr1	153777062
chr1	153854648
chr1	153917974
chr1	153933141
chr1	153948540
chr1	154025338
chr1	154111636
chr1	154140939
chr1	154166040
chr1	154250151
chr1	154525014
chr1	154613427
chr1	154820793
chr1	154955360
chr1	154959869
chr1	154987280
chr1	155107505
chr1	155115661
chr1	155146361
chr1	155156118
chr1	155173460
chr1	155176722
chr1	155196323
chr1	155232148
chr1	155272213
chr1	155312335
chr1	155432779
chr1	155444019
chr1	155621077
chr1	155636282
chr1	155759175
chr1	155762562
chr1	155930106
chr1	155964241
chr1	156075136
chr1	156117886
chr1	156170522
chr1	156185671
chr1	156186231
chr1	156186572
chr1	156186572
chr1	156186583
chr1	156254896
chr1	156302050
chr1	156351180
chr1	156361050
chr1	156365561
chr1	156390853
chr1	156417512
chr1	156572471
chr1	156644951
chr1	156713256
chr1	156776890
chr1	156777895
chr1	156889961
chr1	156971183
chr1	157006214
chr1	157054235
chr1	157059859
chr1	157114677
chr1	157132793
chr1	157297607
chr1	157360676
chr1	157361970
chr1	157420241
chr1	157642571
chr1	157709099
chr1	157798604
chr1	157911306
chr1	157917423
chr1	157924930
chr1	157993164
chr1	158071372
chr1	158090363
chr1	158649023
chr1	158749931
chr1	158866375
chr1	158886486
chr1	158948735
chr1	159057427
chr1	159094062
chr1	159198898
chr1	159504933
chr1	159753473
chr1	159810761
chr1	159906928
chr1	159984281
chr1	160228096
chr1	160378871
chr1	160510843
chr1	160956730
chr1	161037373
chr1	161171143
chr1	161316412
chr1	161381712
chr1	161397904
chr1	161789468
chr1	161791627
chr1	161806508
chr1	161855468
chr1	161924163
chr1	162252300
chr1	162270217
chr1	162295293
chr1	162323127
chr1	162633217
chr1	162651966
chr1	162706260
chr1	162728387
chr1	162730416
chr1	162876323
chr1	163066919
chr1	163184559
chr1	163386455
chr1	163443213
chr1	163592430
chr1	163655509
chr1	163712184
chr1	163829184
chr1	163894099
chr1	164005614
chr1	164301786
chr1	164304736
chr1	164436347
chr1	164468772
chr1	164861230
chr1	164940820
chr1	164997034
chr1	165004235
chr1	165034526
chr1	165083969
chr1	165088278
chr1	165477492
chr1	165596137
chr1	165616411
chr1	165659293
chr1	165713365
chr1	165799209
chr1	166049009
chr1	166179867
chr1	166308928
chr1	166459227
chr1	166515854
chr1	166898521
chr1	166938800
chr1	167042266
chr1	167068064
chr1	167082362
chr1	167372633
chr1	167537522
chr1	167630996
chr1	167760316
chr1	167811566
chr1	167934706
chr1	168214042
chr1	168336488
chr1	168402666
chr1	168693558
chr1	168842078
chr1	168901172
chr1	169019090
chr1	169172369
chr1	169309798
chr1	169310423
chr1	169489780
chr1	169513097
chr1	169550354
chr1	169618363
chr1	169730297
chr1	169788622
chr1	169863330
chr1	169927696
chr1	170255906
chr1	170317221
chr1	170345643
chr1	170349157
chr1	170406720
chr1	170704109
chr1	170837072
chr1	170888570
chr1	170918228
chr1	170955913
chr1	171218434
chr1	171390547
chr1	171514517
chr1	171547924
chr1	171573751
chr1	171587676
chr1	171805370
chr1	171934235
chr1	172057660
chr1	172080750
chr1	172398692
chr1	173122529
chr1	173574738
chr1	173829075
chr1	174091465
chr1	174101966
chr1	174245980
chr1	174388100
chr1	174546239
chr1	174732982
chr1	174761746
chr1	174789145
chr1	174971757
chr1	174987521
chr1	175007014
chr1	175019699
chr1	175122578
chr1	175186133
chr1	175236712
chr1	175241823
chr1	175382705
chr1	175522523
chr1	175524988
chr1	175557477
chr1	175705192
chr1	175727480
chr1	176156037
chr1	176248416
chr1	176418884
chr1	176557950
chr1	176586283
chr1	176954166
chr1	177244178
chr1	177563906
chr1	177639930
chr1	177908697
chr1	178407571
chr1	178420393
chr1	178583257
chr1	178623038
chr1	178822726
chr1	178925316
chr1	178967215
chr1	179051305
chr1	179086073
chr1	179153485
chr1	179742092
chr1	179885788
chr1	179893226
chr1	180124699
chr1	180219095
chr1	180244520
chr1	180256218
chr1	180313974
chr1	180589552
chr1	180715970
chr1	180887524
chr1	181050653
chr1	181060457
chr1	181262738
chr1	181544279
chr1	181707266
chr1	181806963
chr1	182046154
chr1	182054123
chr1	182062886
chr1	182470896
chr1	182747709
chr1	182933386
chr1	182956451
chr1	183005155
chr1	183010768
chr1	183068623
chr1	183270164
chr1	183283313
chr1	183293797
chr1	183469138
chr1	183529800
chr1	183591698
chr1	183710292
chr1	183907939
chr1	184222249
chr1	184253105
chr1	184440955
chr1	184760483
chr1	185077642
chr1	185142565
chr1	185196959
chr1	185358961
chr1	185392670
chr1	185437232
chr1	185439555
chr1	185753161
chr1	185785154
chr1	185876609
chr1	185996115
chr1	186001515
chr1	186004303
chr1	186078835
chr1	186111019
chr1	186133999
chr1	186147803
chr1	186342485
chr1	186408868
chr1	186472789
chr1	186522745
chr1	186539665
chr1	186728221
chr1	187041702
chr1	187448423
chr1	187584717
chr1	187984540
chr1	187997718
chr1	188131116
chr1	188134755
chr1	188342483
chr1	188389626
chr1	188541190
chr1	188559451
chr1	188666913
chr1	188734731
chr1	189041595
chr1	189305903
chr1	189307705
chr1	189594691
chr1	189894312
chr1	190365859
chr1	190542739
chr1	190811640
chr1	190813562
chr1	190830863
chr1	191059097
chr1	191163991
chr1	191252925
chr1	191271770
chr1	191302862
chr1	191428777
chr1	191735561
chr1	192198805
chr1	192271525
chr1	192617926
chr1	192649636
chr1	192662897
chr1	192697223
chr1	192702343
chr1	192703359
chr1	192749769
chr1	192815789
chr1	192820054
chr1	192849319
chr1	192858544
chr1	192908409
chr1	192928671
chr1	192935764
chr1	192958575
chr1	192960587
chr1	192963844
chr1	192972583
chr1	192987591
chr1	192988821
chr1	192989202
chr1	192991621
chr1	193000006
chr1	193004937
chr1	193012827
chr1	193016642
chr1	193020234
chr1	193027775
chr1	193034582
chr1	193038848
chr1	193039216
chr1	193039566
chr1	193040789
chr1	193055335
chr1	193079006
chr1	193102072
chr1	193138798
chr1	193147743
chr1	193192284
chr1	193225006
chr1	193294215
chr1	193297416
chr1	193381896
chr1	193402548
chr1	193464310
chr1	193492477
chr1	193511875
chr1	193556946
chr1	193683843
chr1	193694181
chr1	193811598
chr1	193854909
chr1	193912637
chr1	193912716
chr1	193937061
chr1	194238219
chr1	194285751
chr1	194317146
chr1	194330247
chr1	194430756
chr1	194547694
chr1	194904088
chr1	195365545
chr1	195375384
chr1	195700298
chr1	195788746
chr1	195791660
chr1	195798601
chr1	195899876
chr1	195956934
chr1	197177821
chr1	197361781
chr1	197490443
chr1	197491221
chr1	197536543
chr1	198150818
chr1	198169683
chr1	198413012
chr1	198481358
chr1	198495898
chr1	198674352
chr1	198929254
chr1	198947718
chr1	199008686
chr1	199199728
chr1	199367683
chr1	199776130
chr1	199802209
chr1	199998327
chr1	200075541
chr1	200125998
chr1	200136119
chr1	200180447
chr1	200197471
chr1	200202076
chr1	200453126
chr1	200466871
chr1	200493785
chr1	200505742
chr1	200549034
chr1	200626713
chr1	200676408
chr1	200750877
chr1	200764310
chr1	200896719
chr1	201058531
chr1	201070550
chr1	201427517
chr1	201487521
chr1	201597248
chr1	201664216
chr1	201700833
chr1	201844315
chr1	201847664
chr1	201910875
chr1	201915694
chr1	201925449
chr1	202032451
chr1	202125277
chr1	202203511
chr1	202314478
chr1	202621945
chr1	202643918
chr1	202734795
chr1	202767143
chr1	202772238
chr1	202788023
chr1	202866189
chr1	203008087
chr1	203027735
chr1	203131275
chr1	203219557
chr1	203548895
chr1	203566106
chr1	203737079
chr1	203766885
chr1	203826382
chr1	204003126
chr1	204224092
chr1	204538792
chr1	204692189
chr1	204807206
chr1	204825745
chr1	204968555
chr1	205070474
chr1	205115053
chr1	205216442
chr1	205276324
chr1	205307687
chr1	205352120
chr1	205485292
chr1	205764912
chr1	205801443
chr1	205882276
chr1	206208335
chr1	206319151
chr1	206704085
chr1	206945451
chr1	206994614
chr1	207091180
chr1	207198716
chr1	207251351
chr1	207271831
chr1	207307023
